taskEfficiency,codeScore,feedbackScore,attendanceScore,trendDelta,totalTasks,overdueCount,feedbackCount,attendanceDays,recommendedAction
12.27085840877129,63.15361257620754,0.0,0.0,0.7153551667643525,0,0,3,0,Rebalance workload
3.7241308547119254,76.34184536060611,0.681419591611503,0.060166804360714594,2.689944395838957,2,2,0,1,Rebalance workload
0.0,77.49698606067504,8.4626051839523,8.659686384171533,1.2696583967703012,2,1,2,1,Rebalance workload
0.0,80.8867300554642,0.0,3.828857363850495,-21.8904769512887,0,1,1,0,Create recovery plan
0.0,89.16432790891307,0.0,22.42920312402985,-0.011519119058076895,1,2,0,0,Rebalance workload
0.0,77.91511411047928,0.0,0.0,-4.45315256398462,2,0,0,0,Rebalance workload
2.008098165655495,83.13451359751824,0.0,0.0,6.62807529241518,0,0,1,1,Rebalance workload
0.0,80.03585372370885,6.620247831855362,3.7438645170626303,3.7918889025683717,0,0,0,0,Rebalance workload
7.835000484777539,90.03419608539384,16.14933049140323,13.14807871505905,-0.6584050897811021,1,1,0,0,Rebalance workload
7.413778186885638,77.72573883179254,0.0,0.0,3.8034622664024544,0,0,1,0,Rebalance workload
6.8062334726682545,81.23074082766716,0.0,14.423047911862444,-3.004468462541497,0,0,0,0,Rebalance workload
0.0,75.50534425887525,5.57731768934231,3.398753611927038,1.8962872238657176,1,1,0,0,Rebalance workload
0.0,78.48847941438237,0.0,10.455322747896803,7.125806356326725,0,0,1,0,Rebalance workload
0.0,86.08909053568614,0.0,8.056786392425009,4.064408212153815,0,1,1,0,Rebalance workload
0.0,71.32635185139544,0.0,5.425944632919601,-5.733751004408387,1,0,0,0,Rebalance workload
22.006171305530252,67.18147475583706,13.2481310984112,1.4984241398728004,2.4670315080957788,0,1,0,3,Rebalance workload
0.0,87.25787657743399,0.0,0.0,-6.431775313741316,1,2,0,0,Rebalance workload
0.0,76.36565877158154,0.0,0.0,1.3607162766548124,3,3,0,3,Rebalance workload
0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rebalance workload
2.193772323614831,43.79001882602899,3.89335006553537,0.6191648367995918,0.6623743536733111,0,0,0,1,Rebalance workload
0.0,40.23128880275067,0.0765506405083821,7.949322529156275,1.0821836581583892,0,1,2,1,Rebalance workload
8.762971602096812,54.93567997451049,10.170893847640624,6.140991771126236,3.590082282449297,1,0,1,0,Rebalance workload
0.0,55.428520542464696,7.561981464247777,14.873982896858626,-1.6300463021237535,0,0,0,0,Rebalance workload
10.203124308810315,42.10983659997244,3.1683102462263184,0.0,2.701903668262878,0,0,0,0,Rebalance workload
0.0,59.17072993814147,0.0,0.0,-12.58470574566085,0,0,0,3,Create recovery plan
0.0,55.30755399454602,0.5553417064533122,0.3722783642157663,-0.5327786862750057,0,2,0,0,Rebalance workload
0.0,45.11622305550055,6.210939822876111,4.730871980274752,-2.305475477283421,2,1,0,2,Rebalance workload
2.4538073708891592,40.50813578573693,6.2803515510000425,1.106131225786777,0.008039080526921575,3,0,0,0,Rebalance workload
0.0,42.96313464187176,0.0,0.0,-5.165050071141421,5,2,0,0,Rebalance workload
0.0,29.734956694197866,0.0,0.0,-0.5091031899720586,0,0,0,1,Rebalance workload
3.757247628678131,34.4360881267437,7.692171571220055,0.0,3.797147487643839,0,0,0,1,Rebalance workload
5.516688424271392,43.87209682044465,13.786010015409476,10.07510770986559,-1.5399246983985169,2,2,3,0,Rebalance workload
0.0,56.87935029387081,0.0,0.0,-2.917164784194281,1,0,0,0,Rebalance workload
0.0,37.96392297072846,20.534695895484553,2.975110711855549,5.320554326428431,0,0,0,0,Rebalance workload
0.0,30.515050560156844,0.0,0.0,7.949734076289785,0,2,1,2,Rebalance workload
0.0,49.191607633541366,6.558428106669113,0.0,3.357242223696998,1,0,0,0,Rebalance workload
0.7785498772931561,47.61607895031452,0.0,0.2658534132609864,3.4232222168309123,1,2,2,0,Rebalance workload
15.152275885842203,40.752187963554285,9.403855312089847,0.6798662605108885,-2.4728962707418054,0,0,0,2,Rebalance workload
13.651133914253233,38.62471208562648,2.7177366826734404,0.0,-3.770908380820738,2,0,3,0,Rebalance workload
8.994026992270403,45.77930730366226,7.162002087698099,0.0,-0.29735302530949625,0,0,1,1,Rebalance workload
5.3419922541501,57.29572523134116,13.044103211126732,0.0,2.2383139106050693,0,0,0,3,Rebalance workload
3.2732833530866654,43.255766975164626,10.742567146707392,0.0,-12.084615569191739,2,0,0,0,Create recovery plan
0.0,61.02807528321074,7.417796578162766,1.6970654514281212,-2.634323460629626,0,0,0,2,Rebalance workload
0.0,39.70866486154547,0.0,0.0,0.3208897609314013,0,1,1,0,Rebalance workload
0.0,37.02865099198088,11.096117406924268,0.0,-2.0851404731611156,0,1,0,1,Rebalance workload
5.089143772521838,59.689806717840156,0.0,3.7604436962261136,-8.910332874764617,2,0,0,0,Rebalance workload
0.0,46.830160231431506,8.707196456325097,2.929338234972916,-9.53338538507235,0,1,0,0,Rebalance workload
7.88889243673368,47.16076347357829,3.7077442391407844,18.594948076233116,2.8113166710372157,1,3,0,0,Rebalance workload
3.8501675842241947,48.51192823511116,0.0,0.0,13.859066532540467,1,0,1,0,Rebalance workload
0.0,49.49818297531595,0.0,3.526272039171724,11.477728846390512,1,0,0,0,Rebalance workload
0.0,41.977547737933826,8.246802969671101,0.0,5.172000302472804,0,0,0,3,Rebalance workload
11.210714641546858,52.676724206000586,0.0,8.291210710660529,2.4291305258142533,0,0,1,1,Rebalance workload
1.5953523025397014,47.329851334779036,13.26250253027786,12.260339099106798,-17.20232972269646,0,0,0,0,Create recovery plan
11.238819951694559,36.30745712327528,3.0276084482088508,0.0,-4.031472142078061,3,0,1,0,Rebalance workload
16.76085805255392,49.821219570451994,0.0,5.755465099998948,-8.458916573686862,2,0,0,0,Rebalance workload
0.0,50.55736489302727,2.303161650938006,6.517481414030399,-0.052768136913428715,1,0,3,0,Rebalance workload
11.34843591206686,55.943259605767764,0.0,22.292736105559733,5.972941697671909,2,0,0,0,Rebalance workload
3.514775366875655,56.20949020027117,1.6318279607527764,0.0,4.946562374309878,2,1,1,0,Rebalance workload
0.0,38.05445255487376,0.0,2.3694861154594977,-0.5006926993595617,0,0,0,2,Rebalance workload
